"CustomerID","FirstName","MiddleName","LastName","BirthDate","MaritalStatus","YearlyIncome","Gender","TotalChildren","NumberChildrenAtHome","Education","Occupation","HomeOwner","CommuteDistance","NumberOfPurchases","ProfitGenerated"
15803,"Bradley",,"Goel","1962-10-18 00:00:00","M","50001-75000","M",5,4,"Bachelors ","Professional","False","0-1 Miles",3,6647.5076
15804,"Brittney","M","Liu","1962-08-20 00:00:00","M","50001-75000","F",5,4,"Bachelors ","Professional","True","5-10 Miles",2,11032.4898
15806,"Devin",,"Allen","1962-01-06 00:00:00","M","50001-75000","M",5,4,"Partial College","Skilled Manual","False","0-1 Miles",3,4606.9234
15807,"Scot",,"Schulte","1961-11-02 00:00:00","S","50001-75000","M",5,4,"Partial College","Skilled Manual","True","10+ Miles",3,13874.3809
15809,"Christian",,"Sharma","1960-09-15 00:00:00","M","50001-75000","M",5,4,"Partial College","Skilled Manual","True","10+ Miles",3,11039.4169
15810,"Regina",,"Kapoor","1960-09-06 00:00:00","M","50001-75000","F",5,4,"Partial College","Skilled Manual","False","5-10 Miles",3,6343.1253
15811,"Barbara","R.","Schultz","1960-05-05 00:00:00","M","50001-75000","M",5,4,"Partial College","Skilled Manual","True","5-10 Miles",3,10018.2957
15814,"Monica","J","Subram","1976-04-16 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",1,11102.5651
15816,"Victoria",,"Miller","1976-05-20 00:00:00","M","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,8911.3108
15817,"Chloe",,"Alexander","1976-07-08 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5128.3192
15818,"Stanley",,"Perez","1976-07-19 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11598.4387
15819,"Savannah","A","Cox","1980-09-15 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",3,11119.3763
15820,"Chase","T","Ward","1980-10-02 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11519.77
15821,"Logan","C","Anderson","1980-12-26 00:00:00","S","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",2,6693.2878
15822,"Damien","M","Zhu","1938-10-19 00:00:00","M","25001-50000","M",2,0,"Bachelors ","Management","True","0-1 Miles",2,9289.1594
15823,"Sharon","M","Tang","1938-09-24 00:00:00","S","50001-75000","F",2,0,"Graduate Degree","Management","True","5-10 Miles",1,19403.2622
15824,"Lindsay","L","Kumar","1977-06-02 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","True","5-10 Miles",3,8125.9774
15825,"Angela","W","Simmons","1976-06-04 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11152.3667
15827,"Danielle",,"Ward","1979-05-07 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5132.8124
15828,"Robyn","O","Ramos","1939-11-21 00:00:00","M","25001-50000","F",2,0,"Partial College","Clerical","False","5-10 Miles",2,4811.1578
15829,"Devin","D","Diaz","1939-05-17 00:00:00","S","25001-50000","M",2,0,"Bachelors ","Management","True","5-10 Miles",2,20785.5709
15830,"Naomi",,"Alonso","1940-02-14 00:00:00","M","25001-50000","F",2,0,"Bachelors ","Management","True","0-1 Miles",2,7119.1765
15831,"Omar",,"He","1940-02-14 00:00:00","M","25001-50000","M",2,0,"Bachelors ","Management","True","5-10 Miles",3,16656.7221
15832,"Manuel","J","Martinez","1941-04-04 00:00:00","S","25001-50000","M",2,0,"Bachelors ","Management","True","5-10 Miles",2,20870.8811
15835,"Marcus","R","Smith","1976-04-27 00:00:00","S","25001-50000","M",0,0,"Partial College","Skilled Manual","False","5-10 Miles",1,13831.5217
15837,"Julia",,"Johnston","1975-10-21 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","5-10 Miles",2,9276.751
15839,"William","A","Taylor","1974-05-21 00:00:00","S","25001-50000","M",0,0,"Partial College","Skilled Manual","True","5-10 Miles",1,16567.142
15840,"Natalie","M","Peterson","1972-02-26 00:00:00","M","50001-75000","F",0,0,"Partial College","Skilled Manual","True","5-10 Miles",2,14274.8482
15841,"Luis",,"Shan","1972-05-14 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Management","False","1-2 Miles",1,25110.2146
15844,"Megan","S","Brown","1968-12-25 00:00:00","M","75001-100000","F",0,0,"Bachelors ","Management","True","1-2 Miles",1,18538.7634
15848,"Gabrielle","A","Hernandez","1968-08-27 00:00:00","M","75001-100000","F",4,4,"Bachelors ","Management","True","0-1 Miles",1,9770.421
15850,"Rachel",,"Bradley","1967-10-08 00:00:00","S","greater than 100000","F",0,0,"Graduate Degree","Management","False","0-1 Miles",1,21232.2005
15851,"Taylor","A","Anderson","1967-06-21 00:00:00","S","greater than 100000","F",0,2,"Graduate Degree","Management","False","1-2 Miles",2,21221.3599
15852,"Oscar","J","Henderson","1967-08-26 00:00:00","S","greater than 100000","M",0,0,"Bachelors ","Management","False","0-1 Miles",3,31797.6242
15856,"Luis",,"Gonzales","1968-02-03 00:00:00","M","75001-100000","M",4,4,"Bachelors ","Management","True","0-1 Miles",1,12682.9956
15860,"Joe",,"Moreno","1972-10-20 00:00:00","S","25001-50000","M",4,4,"Partial College","Clerical","True","1-2 Miles",2,4511.1245
15861,"Damien","S","Zhao","1972-05-26 00:00:00","S","25001-50000","M",4,4,"Partial College","Clerical","True","0-1 Miles",2,4084.2995
15865,"Isabel","M","Price","1971-04-14 00:00:00","S","25001-50000","F",4,4,"High School","Skilled Manual","True","10+ Miles",3,7214.63
15874,"Samuel",,"Martin","1944-06-12 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","False","1-2 Miles",2,10408.8273
15875,"Devin",,"Morris","1944-02-17 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","True","1-2 Miles",2,12526.5072
15876,"Eduardo",,"Turner","1944-10-18 00:00:00","M","50001-75000","M",5,0,"Bachelors ","Management","True","1-2 Miles",3,11575.8633
15877,"Jordan","S","Perez","1945-10-11 00:00:00","M","50001-75000","M",5,0,"Bachelors ","Management","True","10+ Miles",2,21020.3058
15879,"Tyler","L","Wilson","1945-05-21 00:00:00","M","50001-75000","M",5,0,"Bachelors ","Management","True","2-5 Miles",2,13691.0208
15880,"Patrick","J","Bailey","1945-11-13 00:00:00","M","50001-75000","M",5,0,"Bachelors ","Management","False","2-5 Miles",3,11459.5779
15882,"Maurice",,"Xie","1945-11-01 00:00:00","S","50001-75000","M",4,0,"Bachelors ","Management","True","10+ Miles",2,28383.3807
15883,"Tristan",,"Coleman","1945-11-13 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","True","2-5 Miles",2,14702.8621
15884,"Dakota","D","Bradley","1945-07-07 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","False","2-5 Miles",2,12243.0263
15885,"Garrett","E","Sanchez","1946-05-18 00:00:00","S","50001-75000","M",4,0,"Bachelors ","Management","True","10+ Miles",3,28353.8746
15886,"Matthew","W","Brown","1946-04-18 00:00:00","S","50001-75000","M",5,0,"Bachelors ","Management","True","10+ Miles",3,26402.1093
15887,"Deanna","R","Vazquez","1946-08-12 00:00:00","M","50001-75000","F",5,0,"Bachelors ","Management","True","10+ Miles",3,16172.4842
15888,"Amanda",,"Richardson","1946-05-05 00:00:00","M","50001-75000","F",5,0,"Bachelors ","Management","True","10+ Miles",2,16189.3118
15893,"Yolanda","E","Xu","1948-11-15 00:00:00","M","25001-50000","F",2,1,"High School","Professional","True","10+ Miles",3,7512.6661
15894,"Joanna","M","Gutierrez","1948-05-13 00:00:00","M","25001-50000","F",2,1,"High School","Professional","True","2-5 Miles",2,4922.0026
15897,"Haley",,"Cooper","1948-03-17 00:00:00","S","50001-75000","F",4,1,"Partial College","Professional","True","10+ Miles",2,13264.6207
15899,"Ian","A","James","1949-07-01 00:00:00","M","50001-75000","M",4,1,"Partial College","Professional","True","10+ Miles",2,13783.1061
15900,"Wyatt",,"Roberts","1950-03-28 00:00:00","S","25001-50000","M",2,1,"Partial High School","Skilled Manual","True","10+ Miles",2,10195.7494
15902,"Robert","J","Diaz","1950-04-25 00:00:00","M","50001-75000","M",2,1,"Partial College","Professional","True","2-5 Miles",2,10141.6573
15904,"Janice",,"Bennett","1950-01-25 00:00:00","M","50001-75000","F",2,1,"Partial College","Professional","True","10+ Miles",1,12091.892
15905,"Taylor",,"Taylor","1951-04-18 00:00:00","S","50001-75000","F",2,1,"High School","Professional","True","2-5 Miles",2,8557.8908
15908,"David","M","Wilson","1951-09-20 00:00:00","M","50001-75000","M",2,1,"Partial College","Professional","True","10+ Miles",2,15734.4697
15910,"Caleb","M","Hughes","1951-06-08 00:00:00","M","50001-75000","M",4,2,"Partial College","Professional","False","2-5 Miles",1,7541.8239
15912,"Mya","C","Simmons","1952-03-07 00:00:00","S","50001-75000","F",3,1,"High School","Professional","True","10+ Miles",2,12439.3967
15913,"Antonio","P","Hughes","1952-06-16 00:00:00","M","50001-75000","M",3,1,"High School","Professional","True","2-5 Miles",2,8401.4538
15914,"Logan","A","Bryant","1952-08-22 00:00:00","S","50001-75000","M",4,2,"Partial College","Professional","True","10+ Miles",2,17246.6875
15915,"Alex",,"Cox","1952-07-11 00:00:00","S","50001-75000","M",4,2,"Partial College","Professional","True","10+ Miles",2,17286.2407
15916,"Brandon","J","Walker","1952-07-14 00:00:00","M","50001-75000","M",4,2,"Partial College","Professional","False","2-5 Miles",2,7497.0799
15917,"Emily","M","White","1952-09-20 00:00:00","M","50001-75000","F",4,2,"Partial College","Professional","True","10+ Miles",2,10562.112
15918,"Roberto",,"Ruiz","1952-02-03 00:00:00","S","50001-75000","M",5,2,"Partial College","Professional","True","10+ Miles",2,16057.2168
15919,"Rebekah","A","Prasad","1958-05-07 00:00:00","M","greater than 100000","F",2,4,"Partial College","Professional","True","0-1 Miles",1,10390.899
15920,"Colin","T","Wu","1957-08-14 00:00:00","S","75001-100000","M",2,3,"Partial College","Professional","True","5-10 Miles",4,21755.2946
15921,"Donald","M","Patel","1957-11-26 00:00:00","S","75001-100000","M",2,4,"Partial College","Professional","True","5-10 Miles",4,21720.536
15922,"Roger","C","Kumar","1957-10-16 00:00:00","M","greater than 100000","M",2,2,"High School","Professional","True","0-1 Miles",4,11858.3634
15923,"Ricardo",,"Raje","1956-10-07 00:00:00","S","75001-100000","M",2,2,"High School","Professional","True","5-10 Miles",4,19083.3616
15924,"Omar","D","Wang","1956-06-20 00:00:00","M","75001-100000","M",2,2,"High School","Professional","True","5-10 Miles",4,15186.4536
15925,"Stanley","W","Subram","1956-06-27 00:00:00","M","greater than 100000","M",3,3,"Partial College","Professional","False","5-10 Miles",4,18933.0128
15926,"Donna","B","Deng","1956-02-12 00:00:00","S","greater than 100000","F",3,5,"High School","Professional","True","5-10 Miles",4,19174.6696
15927,"Gilbert","N","Huang","1956-12-04 00:00:00","S","greater than 100000","M",3,4,"High School","Professional","True","5-10 Miles",5,24873.0916
15928,"Priscilla","J","Pal","1956-05-08 00:00:00","S","greater than 100000","F",3,5,"High School","Professional","True","5-10 Miles",4,19121.7189
15929,"Karla","V","Raji","1956-08-10 00:00:00","M","greater than 100000","F",3,3,"High School","Professional","True","5-10 Miles",3,15352.9683
15930,"Tiffany","C","He","1955-04-02 00:00:00","M","75001-100000","F",2,4,"High School","Professional","True","10+ Miles",4,12989.2775
15931,"Micah","M","Xu","1955-01-08 00:00:00","M","greater than 100000","M",3,3,"Partial College","Professional","True","5-10 Miles",4,22774.6277
15932,"Tabitha",,"Jimenez","1955-09-11 00:00:00","M","greater than 100000","F",3,3,"Partial College","Professional","True","0-1 Miles",3,9721.3899
15933,"Clinton",,"Dominguez","1955-02-03 00:00:00","S","greater than 100000","M",2,2,"High School","Professional","False","0-1 Miles",3,12321.6573
15934,"Nichole","C","Raji","1956-03-28 00:00:00","S","50001-75000","F",3,0,"Partial College","Professional","True","5-10 Miles",2,14029.6974
15935,"Amber","S","King","1933-10-28 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","False","0-1 Miles",2,6745.9444
15936,"Abigail",,"Johnson","1933-07-15 00:00:00","M","75001-100000","F",4,0,"Bachelors ","Management","True","5-10 Miles",1,19296.5602
15937,"Grace","R","Lewis","1965-05-12 00:00:00","M","75001-100000","F",5,5,"Partial College","Professional","True","2-5 Miles",3,7880.7396
15938,"Sean","A","Collins","1965-07-09 00:00:00","M","75001-100000","M",4,1,"Partial College","Professional","True","0-1 Miles",4,8401.8332
15939,"Jennifer","A","Brown","1965-02-11 00:00:00","M","75001-100000","F",4,1,"Partial College","Professional","True","0-1 Miles",4,6483.2499
15940,"Jack","D","Bryant","1965-11-27 00:00:00","M","75001-100000","M",4,1,"Partial College","Professional","True","0-1 Miles",6,8443.2357
15941,"Bailey","M","Brooks","1965-02-26 00:00:00","S","greater than 100000","F",3,2,"Bachelors ","Management","False","1-2 Miles",4,16707.4349
15943,"Richard",,"Watson","1964-01-18 00:00:00","M","75001-100000","M",4,3,"Partial College","Professional","False","0-1 Miles",1,7025.7342
15944,"Damien","M","Lu","1964-05-12 00:00:00","M","75001-100000","M",5,5,"Partial College","Professional","True","0-1 Miles",3,7899.4755
15946,"Wyatt","L","Wilson","1964-07-20 00:00:00","S","greater than 100000","M",3,2,"Bachelors ","Management","False","1-2 Miles",4,21647.4491
15947,"Michelle","J","Blue","1964-10-12 00:00:00","M","greater than 100000","F",4,2,"Partial College","Professional","True","2-5 Miles",4,11697.2471
15948,"Angela",,"Hughes","1964-11-20 00:00:00","S","greater than 100000","F",2,2,"Bachelors ","Management","False","0-1 Miles",3,16158.4913
15949,"Katherine","J","Green","1964-09-10 00:00:00","M","greater than 100000","F",3,2,"Bachelors ","Management","True","1-2 Miles",3,16064.3467
15950,"Erin","N","Peterson","1956-01-15 00:00:00","M","50001-75000","F",3,2,"Partial College","Professional","True","0-1 Miles",1,5600.5852
15953,"Julio","C","Moreno","1934-04-11 00:00:00","M","50001-75000","M",2,0,"Graduate Degree","Management","True","5-10 Miles",2,20286.7051
15954,"Marshall","L","Deng","1963-08-27 00:00:00","M","75001-100000","M",0,2,"Partial College","Professional","True","0-1 Miles",1,13272.1986
15955,"Neil","M","Ortega","1963-11-17 00:00:00","M","greater than 100000","M",4,2,"Bachelors ","Management","True","5-10 Miles",4,31818.6676
15956,"Ryan",,"Li","1963-05-17 00:00:00","M","greater than 100000","M",3,2,"Bachelors ","Management","True","1-2 Miles",5,20791.8991
15957,"Samuel","T","Ross","1963-11-15 00:00:00","S","greater than 100000","M",3,2,"Bachelors ","Management","False","0-1 Miles",4,19781.517
15959,"Logan","N","Rodriguez","1962-03-02 00:00:00","M","75001-100000","M",1,2,"Partial College","Professional","True","5-10 Miles",3,19016.1939
15960,"Brianna","R","Bryant","1962-10-08 00:00:00","M","greater than 100000","F",1,1,"Partial College","Professional","False","2-5 Miles",4,12275.6566
15961,"Ashley","D","Walker","1962-04-23 00:00:00","S","greater than 100000","F",1,1,"Partial College","Professional","False","0-1 Miles",2,11902.4567
15962,"Benjamin","C","Winter","1961-01-11 00:00:00","S","75001-100000","M",4,3,"High School","Professional","True","5-10 Miles",2,16625.7471
15963,"Madison","M","Smith","1961-08-06 00:00:00","S","75001-100000","F",4,3,"High School","Professional","False","1-2 Miles",2,6496.9878
15964,"Steven","E","Cox","1961-10-03 00:00:00","S","greater than 100000","M",1,1,"Bachelors ","Management","False","0-1 Miles",2,23012.8211
15965,"Jennifer","H","Watson","1961-06-18 00:00:00","S","greater than 100000","F",1,1,"Partial College","Professional","False","0-1 Miles",3,11801.2487
15966,"Natalie",,"Foster","1955-08-15 00:00:00","M","50001-75000","F",2,0,"High School","Professional","False","1-2 Miles",2,5388.2323
15969,"Sean",,"Murphy","1955-06-01 00:00:00","S","75001-100000","M",2,1,"High School","Professional","True","10+ Miles",1,21180.3152
15971,"Ryan","C","Jenkins","1935-08-26 00:00:00","M","25001-50000","M",2,0,"Graduate Degree","Management","True","1-2 Miles",2,8785.4102
15973,"Christopher",,"Garcia","1936-11-23 00:00:00","M","50001-75000","M",2,0,"Graduate Degree","Management","True","1-2 Miles",2,12363.4583
15974,"Marcus","C","Green","1960-06-12 00:00:00","M","75001-100000","M",5,4,"Partial College","Professional","True","5-10 Miles",3,14171.2454
15976,"Kristopher",,"Patel","1960-05-24 00:00:00","S","75001-100000","M",4,3,"High School","Professional","True","5-10 Miles",3,16569.8653
15977,"Julia","T","Harris","1960-03-15 00:00:00","M","75001-100000","F",4,3,"High School","Professional","True","1-2 Miles",3,6313.4827
15978,"Xavier",,"Walker","1960-11-18 00:00:00","M","75001-100000","M",4,3,"High School","Professional","True","5-10 Miles",3,13370.56
15979,"Nicole",,"Cook","1960-06-14 00:00:00","M","75001-100000","F",4,3,"High School","Professional","True","5-10 Miles",3,10286.0749
15980,"Gabrielle",,"Morgan","1960-05-22 00:00:00","S","75001-100000","F",3,2,"Partial College","Professional","True","5-10 Miles",5,15700.9616
15981,"Gabriel","M","Powell","1960-03-14 00:00:00","S","75001-100000","M",0,0,"Partial College","Professional","False","1-2 Miles",2,16701.3886
15982,"Jose",,"Evans","1960-05-22 00:00:00","M","greater than 100000","M",5,3,"Partial College","Professional","True","2-5 Miles",5,14241.8779
15983,"Alexis","L","Ross","1960-09-15 00:00:00","M","greater than 100000","F",1,1,"Partial College","Professional","True","0-1 Miles",3,11322.1026
15984,"Nathan","D","Wright","1960-06-22 00:00:00","M","greater than 100000","M",1,1,"Bachelors ","Management","True","0-1 Miles",2,22080.8623
15985,"Devin",,"Johnson","1960-06-18 00:00:00","M","greater than 100000","M",1,1,"Bachelors ","Management","True","2-5 Miles",3,28720.5873
15986,"Dalton","C","Sanchez","1954-09-11 00:00:00","S","50001-75000","M",2,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,14109.6905
15987,"Nicole","V","Kelly","1954-09-25 00:00:00","M","50001-75000","F",2,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,8575.4526
15990,"Eduardo","E","Richardson","1953-05-25 00:00:00","S","50001-75000","M",3,0,"Graduate Degree","Management","True","5-10 Miles",2,23741.3658
15991,"David",,"Taylor","1953-01-19 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","1-2 Miles",2,11661.487
15992,"Isabelle","L","Alexander","1953-04-22 00:00:00","S","50001-75000","F",3,0,"Graduate Degree","Management","True","5-10 Miles",2,18259.3269
15993,"Spencer",,"Coleman","1953-05-22 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","5-10 Miles",2,18977.5756
15995,"Kaitlyn","L","Johnson","1952-05-26 00:00:00","M","25001-50000","F",3,0,"Partial College","Professional","False","1-2 Miles",2,4138.3694
15996,"Emily","G","Barnes","1952-02-27 00:00:00","M","25001-50000","F",3,0,"Partial College","Professional","False","1-2 Miles",3,4050.8435
15997,"Melissa","R","Jenkins","1937-09-11 00:00:00","M","50001-75000","F",4,0,"Graduate Degree","Management","True","10+ Miles",2,15087.4147
15998,"Marissa",,"Flores","1937-05-09 00:00:00","M","50001-75000","F",4,0,"Graduate Degree","Management","True","1-2 Miles",2,8352.271
16001,"Ricardo","J","Pal","1937-10-25 00:00:00","M","75001-100000","M",4,0,"Graduate Degree","Management","True","5-10 Miles",2,21823.5288
16002,"Paige",,"Hayes","1937-02-10 00:00:00","M","greater than 100000","F",2,2,"Graduate Degree","Management","True","5-10 Miles",4,24299.4849
16003,"Carol",,"Robinson","1937-10-27 00:00:00","M","greater than 100000","F",2,2,"Graduate Degree","Management","True","2-5 Miles",3,17526.1013
16005,"Jordan","J","Hill","1938-10-07 00:00:00","S","75001-100000","M",5,0,"Bachelors ","Management","True","5-10 Miles",2,29178.9838
16007,"Janelle","S","Gonzalez","1939-10-01 00:00:00","M","75001-100000","F",5,0,"Bachelors ","Management","True","1-2 Miles",2,10988.0112
16008,"Morgan","D","Allen","1939-07-16 00:00:00","M","greater than 100000","F",2,2,"Graduate Degree","Management","True","5-10 Miles",1,24287.6093
16009,"Matthew","L","Martinez","1939-09-15 00:00:00","S","greater than 100000","M",1,2,"Graduate Degree","Management","False","0-1 Miles",4,19913.4207
16010,"Nicole",,"Wood","1940-02-14 00:00:00","M","greater than 100000","F",2,2,"Graduate Degree","Management","True","5-10 Miles",3,24231.1733
16011,"Maria",,"Murphy","1940-09-06 00:00:00","M","greater than 100000","F",2,3,"Bachelors ","Management","True","0-1 Miles",4,15605.442
16012,"Grace","C","Cooper","1968-08-01 00:00:00","S","75001-100000","F",4,4,"Bachelors ","Management","False","1-2 Miles",2,11169.5723
16013,"Xavier","A","Williams","1968-07-21 00:00:00","S","75001-100000","M",4,4,"Partial College","Skilled Manual","False","1-2 Miles",3,8404.3366
16014,"Christopher","E","Wilson","1968-03-08 00:00:00","M","greater than 100000","M",2,1,"Bachelors ","Management","True","2-5 Miles",4,26297.5681
16017,"Jeremy","Y","Ramirez","1979-05-12 00:00:00","M","50001-75000","M",0,0,"Partial College","Skilled Manual","False","1-2 Miles",1,9444.3122
16019,"Amber",,"Hernandez","1979-02-02 00:00:00","S","50001-75000","F",0,0,"Partial College","Skilled Manual","True","5-10 Miles",2,17863.9294
16021,"Shelby",,"Sanchez","1978-10-26 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","False","1-2 Miles",3,4201.1235
16022,"Devin","S","Hernandez","1978-07-20 00:00:00","S","25001-50000","M",0,0,"Partial High School","Clerical","False","1-2 Miles",2,5389.8216
16023,"Willie","T","Zhang","1947-07-17 00:00:00","S","0-25000","M",2,1,"High School","Skilled Manual","True","5-10 Miles",2,3806.2997
16024,"Isaac",,"Hill","1978-08-17 00:00:00","M","25001-50000","M",0,0,"Partial College","Skilled Manual","True","5-10 Miles",1,13275.6736
16025,"Jorge",,"Sun","1945-03-07 00:00:00","M","0-25000","M",2,1,"Partial High School","Clerical","True","1-2 Miles",2,1391.6587
16026,"Byron",,"Jim�nez","1946-07-10 00:00:00","M","25001-50000","M",2,0,"Partial College","Clerical","False","5-10 Miles",2,6101.6979
16027,"Anne",,"Vazquez","1946-08-15 00:00:00","M","25001-50000","F",2,0,"Partial College","Clerical","False","1-2 Miles",3,2897.443
16028,"Cody","A","Cooper","1946-01-28 00:00:00","M","25001-50000","M",2,0,"Partial College","Clerical","False","5-10 Miles",2,6105.0244
16029,"Abby",,"Patel","1946-11-08 00:00:00","M","25001-50000","F",2,0,"Partial College","Clerical","False","1-2 Miles",2,2913.6525
16031,"Ian","A","Allen","1947-10-10 00:00:00","M","25001-50000","M",2,0,"Partial College","Clerical","False","1-2 Miles",2,3777.5237
16032,"Colin",,"Chavez","1948-01-15 00:00:00","M","0-25000","M",2,1,"Partial High School","Clerical","True","1-2 Miles",2,1279.8574
16058,"Margaret","G","Zhang","1954-06-04 00:00:00","M","0-25000","F",2,0,"Partial College","Manual","True","0-1 Miles",1,1443.1005
16062,"Katherine","C","Johnson","1970-06-09 00:00:00","M","25001-50000","F",1,1,"Bachelors ","Skilled Manual","True","0-1 Miles",1,5122.9926
16080,"Oscar","A","Patterson","1968-08-01 00:00:00","S","25001-50000","M",4,4,"High School","Skilled Manual","True","10+ Miles",3,9329.0076
16081,"Arturo","M","Cai","1968-03-21 00:00:00","M","50001-75000","M",2,2,"Bachelors ","Skilled Manual","True","2-5 Miles",1,11044.4489
16084,"Allison","R","Wright","1967-11-17 00:00:00","S","25001-50000","F",0,0,"Bachelors ","Professional","False","0-1 Miles",1,8542.827
16091,"Alyssa","K","Lewis","1967-04-25 00:00:00","S","25001-50000","F",2,2,"Bachelors ","Skilled Manual","False","0-1 Miles",1,4798.2387
16100,"Jose","L","Johnson","1969-04-03 00:00:00","S","50001-75000","M",5,5,"Graduate Degree","Professional","True","10+ Miles",3,17362.6178
16102,"Marcus","M","Alexander","1965-08-14 00:00:00","S","25001-50000","M",0,0,"Bachelors ","Professional","False","0-1 Miles",1,11090.1284
16105,"Kristy","A","Diaz","1965-02-04 00:00:00","S","75001-100000","F",3,3,"Bachelors ","Skilled Manual","True","10+ Miles",3,18913.323
16107,"Jordan","R","Edwards","1964-04-20 00:00:00","S","25001-50000","F",4,4,"Bachelors ","Skilled Manual","True","2-5 Miles",2,6644.0361
16110,"Brandon","M","Long","1964-07-01 00:00:00","M","50001-75000","M",4,2,"Bachelors ","Skilled Manual","True","0-1 Miles",2,7487.924
16111,"Allison",,"Green","1963-08-09 00:00:00","S","50001-75000","F",4,2,"Bachelors ","Skilled Manual","True","0-1 Miles",2,7215.4625
16112,"Frank",,"Munoz","1963-03-05 00:00:00","S","50001-75000","M",4,2,"Bachelors ","Professional","True","2-5 Miles",2,14009.8748
16113,"Roger",,"Lal","1963-02-13 00:00:00","S","50001-75000","M",4,2,"Bachelors ","Professional","False","0-1 Miles",2,9012.3884
16114,"Gavin",,"Ross","1963-03-14 00:00:00","M","50001-75000","M",4,2,"Bachelors ","Professional","True","2-5 Miles",3,11227.9442
16115,"Jennifer","M","Diaz","1968-06-13 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","False","0-1 Miles",1,11867.9526
16116,"Bego�a","M","Hurtado","1968-06-06 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","True","2-5 Miles",1,24089.6673
16117,"Brad",,"Lal","1962-11-02 00:00:00","M","25001-50000","M",4,3,"High School","Skilled Manual","True","0-1 Miles",2,3734.1341
16119,"Hailey","I","Watson","1961-09-12 00:00:00","M","25001-50000","F",4,3,"High School","Skilled Manual","True","2-5 Miles",2,3802.1719
16120,"Bryce","H","Ramirez","1961-04-14 00:00:00","M","25001-50000","M",4,3,"High School","Skilled Manual","True","10+ Miles",3,7494.0977
16123,"Natalie",,"Patterson","1961-07-08 00:00:00","M","25001-50000","F",4,2,"High School","Skilled Manual","True","2-5 Miles",2,3695.6863
16124,"Eduardo","S","Murphy","1961-11-03 00:00:00","M","25001-50000","M",4,2,"High School","Skilled Manual","True","0-1 Miles",2,3662.2705
16126,"Faith",,"Kelly","1961-07-17 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","2-5 Miles",1,8174.704
16127,"Amanda",,"Edwards","1961-03-17 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","0-1 Miles",1,6303.498
16128,"Destiny",,"Ward","1961-06-24 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","2-5 Miles",1,8135.2964
16131,"Albert",,"Romero","1960-05-14 00:00:00","S","25001-50000","M",0,0,"Bachelors ","Professional","False","2-5 Miles",1,14326.6261
16132,"Sierra",,"Nelson","1960-12-03 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","0-1 Miles",1,6324.3991
16137,"Timothy","A","King","1967-03-15 00:00:00","S","25001-50000","M",0,0,"Partial College","Skilled Manual","True","2-5 Miles",1,11961.4699
16138,"David","H","Butler","1967-02-09 00:00:00","S","50001-75000","M",0,0,"Graduate Degree","Professional","False","2-5 Miles",1,17454.607
16139,"Jacqueline","J","Alexander","1960-08-25 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","0-1 Miles",1,6249.8303
16141,"Shelby",,"Ramirez","1960-11-01 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","2-5 Miles",1,8248.2426
16145,"Sydney",,"Anderson","1959-10-25 00:00:00","S","50001-75000","F",5,5,"Graduate Degree","Professional","True","10+ Miles",3,13326.58
16147,"Nathan",,"Griffin","1958-11-24 00:00:00","M","75001-100000","M",1,0,"Partial College","Skilled Manual","True","0-1 Miles",1,10020.3009
16153,"Eric",,"Jai","1958-04-11 00:00:00","M","50001-75000","M",5,4,"Graduate Degree","Professional","True","2-5 Miles",1,9035.5369
